project1,project2,project1_type,project2_type,imports_ratio1,imports_ratio2
ai_app/ChatGPT-1.0.2/,ai_app/ChatGPT-main/,ai_app,ai_app,19.047619047619047,1.9933554817275747
ai_app/ChatGPT-1.0.2/,ai_app/CodeGPT-master/,ai_app,ai_app,28.57142857142857,0.9414225941422595
ai_app/ChatGPT-1.0.2/,ai_app/chatgpt-java-1.0.2/,ai_app,ai_app,14.285714285714285,7.82608695652174
ai_app/ChatGPT-1.0.2/,ai_app/chatgpt-spring-boot-starter-1.0.4/,ai_app,ai_app,15.873015873015872,11.627906976744185
ai_app/ChatGPT-1.0.2/,ai_app/langchain4j-0.24.0/,ai_app,ai_app,36.507936507936506,0.8234872896527032
ai_app/ChatGPT-1.0.2/,ai_app/langtorch-0.0.17/,ai_app,ai_app,41.269841269841265,1.4246575342465753
ai_app/ChatGPT-1.0.2/,book_reader/TachiWeb-Server-develop/,ai_app,book_reader,14.285714285714285,0.7450331125827815
ai_app/ChatGPT-1.0.2/,book_reader/commafeed-3.10.0/,ai_app,book_reader,33.33333333333333,1.0914760914760915
ai_app/ChatGPT-1.0.2/,book_reader/epub_viewer-0.2.0/,ai_app,book_reader,7.936507936507936,13.513513513513514
ai_app/ChatGPT-1.0.2/,calculator/Calculator-master/,ai_app,calculator,11.11111111111111,22.58064516129032
ai_app/ChatGPT-1.0.2/,calculator/LastCalc-master/,ai_app,calculator,15.873015873015872,2.1691973969631237
ai_app/ChatGPT-1.0.2/,calculator/Simple-Java-Calculator-3.1.1/,ai_app,calculator,1.5873015873015872,4.545454545454546
ai_app/ChatGPT-1.0.2/,dev_environment/arduino-1.8.19/,ai_app,dev_environment,23.809523809523807,0.7015902712815716
ai_app/ChatGPT-1.0.2/,dev_environment/go-lang-idea-plugin-master/,ai_app,dev_environment,19.047619047619047,0.16242555495397942
ai_app/ChatGPT-1.0.2/,dev_environment/netbeans-19/,ai_app,dev_environment,28.57142857142857,0.004266798147261427
ai_app/ChatGPT-1.0.2/,dev_environment/rstudio-main/,ai_app,dev_environment,9.523809523809524,0.02433780878594897
ai_app/ChatGPT-1.0.2/,emulator_environment/Android-Debug-Database-1.0.6/,ai_app,emulator_environment,15.873015873015872,3.048780487804878
ai_app/ChatGPT-1.0.2/,emulator_environment/AndroidGameBoyEmulator-master/,ai_app,emulator_environment,7.936507936507936,0.6887052341597797
ai_app/ChatGPT-1.0.2/,emulator_environment/GhidraEmu-2.2/,ai_app,emulator_environment,6.349206349206349,0.881057268722467
ai_app/ChatGPT-1.0.2/,emulator_environment/coffee-gb-coffee-gb-1.0.0/,ai_app,emulator_environment,14.285714285714285,1.565217391304348
ai_app/ChatGPT-1.0.2/,emulator_environment/jpcsp-XLinkKai-v1.0/,ai_app,emulator_environment,19.047619047619047,0.10428434865733902
ai_app/ChatGPT-1.0.2/,emulator_environment/s3ninja-8.3.2/,ai_app,emulator_environment,12.698412698412698,2.8169014084507045
ai_app/ChatGPT-1.0.2/,emulator_environment/unidbg-0.9.7/,ai_app,emulator_environment,19.047619047619047,0.21253985122210414
ai_app/ChatGPT-1.0.2/,graphic_editor/Photo-Mixer-Poto-Blender-master/,ai_app,graphic_editor,4.761904761904762,0.4531722054380665
ai_app/ChatGPT-1.0.2/,graphic_editor/Pixelitor-4.3.1/,ai_app,graphic_editor,15.873015873015872,0.11587485515643105
ai_app/ChatGPT-1.0.2/,graphic_editor/WebVector-webvector-3.5/,ai_app,graphic_editor,4.761904761904762,5.0
ai_app/ChatGPT-1.0.2/,graphic_editor/react-native-image-editor-2.3.0/,ai_app,graphic_editor,6.349206349206349,6.349206349206349
ai_app/ChatGPT-1.0.2/,media_player/DJ-Native-Swing-master/,ai_app,media_player,15.873015873015872,0.4982561036372696
ai_app/ChatGPT-1.0.2/,media_player/DJNativeSwing-SWT-1-0-2/,ai_app,media_player,15.873015873015872,0.5488474204171241
ai_app/ChatGPT-1.0.2/,media_player/MediaPlayerSurface-master/,ai_app,media_player,1.5873015873015872,2.3255813953488373
ai_app/ChatGPT-1.0.2/,media_player/XR3Player-3.128/,ai_app,media_player,14.285714285714285,0.26938042502244836
ai_app/ChatGPT-1.0.2/,media_player/vlcj-master/,ai_app,media_player,15.873015873015872,0.6715916722632639
ai_app/ChatGPT-1.0.2/,media_player/vlcj-player-master/,ai_app,media_player,9.523809523809524,1.1385199240986716
ai_app/ChatGPT-1.0.2/,terminal_interface/KindleTERM-master/,ai_app,terminal_interface,9.523809523809524,1.4492753623188406
ai_app/ChatGPT-1.0.2/,terminal_interface/TerminalFX-master/,ai_app,terminal_interface,11.11111111111111,7.368421052631578
ai_app/ChatGPT-1.0.2/,terminal_interface/jediterm-master/,ai_app,terminal_interface,15.873015873015872,1.2853470437017995
ai_app/ChatGPT-1.0.2/,terminal_interface/jmxterm-1.0.4/,ai_app,terminal_interface,14.285714285714285,1.153846153846154
ai_app/ChatGPT-1.0.2/,terminal_interface/snowflake-1.0.4/,ai_app,terminal_interface,17.46031746031746,0.889967637540453
ai_app/ChatGPT-1.0.2/,text_editor/Cypher-Notepad-master/,ai_app,text_editor,6.349206349206349,0.7920792079207921
ai_app/ChatGPT-1.0.2/,text_editor/Simple-Java-Text-Editor-master/,ai_app,text_editor,3.1746031746031744,4.25531914893617
ai_app/ChatGPT-1.0.2/,text_editor/clopad-master/,ai_app,text_editor,9.523809523809524,5.825242718446602
ai_app/ChatGPT-1.0.2/,text_voice_chat/OpenAudioMc-6.8.8/,ai_app,text_voice_chat,33.33333333333333,0.4138746551044541
ai_app/ChatGPT-1.0.2/,text_voice_chat/simple-voice-chat-1.20.2/,ai_app,text_voice_chat,20.634920634920633,0.42276422764227645
ai_app/ChatGPT-1.0.2/,text_voice_chat/skoice-main/,ai_app,text_voice_chat,12.698412698412698,1.3675213675213675
ai_app/ChatGPT-1.0.2/,web_file_browser/Slide-6.7.1/,ai_app,web_file_browser,28.57142857142857,0.2830188679245283
ai_app/ChatGPT-1.0.2/,web_file_browser/htmlunit-3.8.0/,ai_app,web_file_browser,19.047619047619047,0.061977068484660676
ai_app/ChatGPT-main/,ai_app/CodeGPT-master/,ai_app,ai_app,13.621262458471762,4.288702928870293
ai_app/ChatGPT-main/,ai_app/chatgpt-java-1.0.2/,ai_app,ai_app,1.8272425249169437,9.565217391304348
ai_app/ChatGPT-main/,ai_app/chatgpt-spring-boot-starter-1.0.4/,ai_app,ai_app,0.6644518272425249,4.651162790697675
ai_app/ChatGPT-main/,ai_app/langchain4j-0.24.0/,ai_app,ai_app,3.820598006644518,0.8234872896527032
ai_app/ChatGPT-main/,ai_app/langtorch-0.0.17/,ai_app,ai_app,2.823920265780731,0.9315068493150684
ai_app/ChatGPT-main/,book_reader/TachiWeb-Server-develop/,ai_app,book_reader,2.823920265780731,1.4072847682119205
ai_app/ChatGPT-main/,book_reader/commafeed-3.10.0/,ai_app,book_reader,2.990033222591362,0.9355509355509356
ai_app/ChatGPT-main/,book_reader/epub_viewer-0.2.0/,ai_app,book_reader,0.6644518272425249,10.81081081081081
ai_app/ChatGPT-main/,calculator/Calculator-master/,ai_app,calculator,1.495016611295681,29.03225806451613
ai_app/ChatGPT-main/,calculator/LastCalc-master/,ai_app,calculator,1.3289036544850499,1.735357917570499
ai_app/ChatGPT-main/,calculator/Simple-Java-Calculator-3.1.1/,ai_app,calculator,0.8305647840531563,22.727272727272727
ai_app/ChatGPT-main/,dev_environment/arduino-1.8.19/,ai_app,dev_environment,5.980066445182724,1.683816651075772
ai_app/ChatGPT-main/,dev_environment/go-lang-idea-plugin-master/,ai_app,dev_environment,9.634551495016613,0.785056848944234
ai_app/ChatGPT-main/,dev_environment/netbeans-19/,ai_app,dev_environment,9.800664451827243,0.013985616149356898
ai_app/ChatGPT-main/,dev_environment/rstudio-main/,ai_app,dev_environment,1.6611295681063125,0.04056301464324829
ai_app/ChatGPT-main/,emulator_environment/Android-Debug-Database-1.0.6/,ai_app,emulator_environment,1.3289036544850499,2.4390243902439024
ai_app/ChatGPT-main/,emulator_environment/AndroidGameBoyEmulator-master/,ai_app,emulator_environment,1.1627906976744187,0.9641873278236914
ai_app/ChatGPT-main/,emulator_environment/GhidraEmu-2.2/,ai_app,emulator_environment,2.1594684385382057,2.8634361233480177
ai_app/ChatGPT-main/,emulator_environment/coffee-gb-coffee-gb-1.0.0/,ai_app,emulator_environment,2.823920265780731,2.9565217391304346
ai_app/ChatGPT-main/,emulator_environment/jpcsp-XLinkKai-v1.0/,ai_app,emulator_environment,6.4784053156146175,0.3389241331363518
ai_app/ChatGPT-main/,emulator_environment/s3ninja-8.3.2/,ai_app,emulator_environment,1.8272425249169437,3.873239436619718
ai_app/ChatGPT-main/,emulator_environment/unidbg-0.9.7/,ai_app,emulator_environment,3.1561461794019934,0.33652143110166494
ai_app/ChatGPT-main/,graphic_editor/Photo-Mixer-Poto-Blender-master/,ai_app,graphic_editor,0.9966777408637874,0.906344410876133
ai_app/ChatGPT-main/,graphic_editor/Pixelitor-4.3.1/,ai_app,graphic_editor,5.149501661129568,0.35921205098493625
ai_app/ChatGPT-main/,graphic_editor/WebVector-webvector-3.5/,ai_app,graphic_editor,0.6644518272425249,6.666666666666667
ai_app/ChatGPT-main/,graphic_editor/react-native-image-editor-2.3.0/,ai_app,graphic_editor,0.8305647840531563,7.936507936507936
ai_app/ChatGPT-main/,media_player/DJ-Native-Swing-master/,ai_app,media_player,4.485049833887043,1.345291479820628
ai_app/ChatGPT-main/,media_player/DJNativeSwing-SWT-1-0-2/,ai_app,media_player,4.485049833887043,1.481888035126235
ai_app/ChatGPT-main/,media_player/MediaPlayerSurface-master/,ai_app,media_player,0.16611295681063123,2.3255813953488373
ai_app/ChatGPT-main/,media_player/XR3Player-3.128/,ai_app,media_player,2.6578073089700998,0.47889853337324156
ai_app/ChatGPT-main/,media_player/vlcj-master/,ai_app,media_player,2.990033222591362,1.208865010073875
ai_app/ChatGPT-main/,media_player/vlcj-player-master/,ai_app,media_player,3.322259136212625,3.795066413662239
ai_app/ChatGPT-main/,terminal_interface/KindleTERM-master/,ai_app,terminal_interface,1.8272425249169437,2.657004830917874
ai_app/ChatGPT-main/,terminal_interface/TerminalFX-master/,ai_app,terminal_interface,1.1627906976744187,7.368421052631578
ai_app/ChatGPT-main/,terminal_interface/jediterm-master/,ai_app,terminal_interface,5.149501661129568,3.984575835475578
ai_app/ChatGPT-main/,terminal_interface/jmxterm-1.0.4/,ai_app,terminal_interface,2.4916943521594686,1.9230769230769231
ai_app/ChatGPT-main/,terminal_interface/snowflake-1.0.4/,ai_app,terminal_interface,5.3156146179401995,2.5889967637540456
ai_app/ChatGPT-main/,text_editor/Cypher-Notepad-master/,ai_app,text_editor,2.6578073089700998,3.1683168316831685
ai_app/ChatGPT-main/,text_editor/Simple-Java-Text-Editor-master/,ai_app,text_editor,1.495016611295681,19.148936170212767
ai_app/ChatGPT-main/,text_editor/clopad-master/,ai_app,text_editor,2.3255813953488373,13.592233009708737
ai_app/ChatGPT-main/,text_voice_chat/OpenAudioMc-6.8.8/,ai_app,text_voice_chat,3.6544850498338874,0.43358297201418994
ai_app/ChatGPT-main/,text_voice_chat/simple-voice-chat-1.20.2/,ai_app,text_voice_chat,3.488372093023256,0.6829268292682927
ai_app/ChatGPT-main/,text_voice_chat/skoice-main/,ai_app,text_voice_chat,2.3255813953488373,2.3931623931623935
ai_app/ChatGPT-main/,web_file_browser/Slide-6.7.1/,ai_app,web_file_browser,3.322259136212625,0.3144654088050315
ai_app/ChatGPT-main/,web_file_browser/htmlunit-3.8.0/,ai_app,web_file_browser,4.817275747508306,0.14977791550459663
ai_app/CodeGPT-master/,ai_app/chatgpt-java-1.0.2/,ai_app,ai_app,0.9937238493723849,16.52173913043478
ai_app/CodeGPT-master/,ai_app/chatgpt-spring-boot-starter-1.0.4/,ai_app,ai_app,0.36610878661087864,8.13953488372093
